sample_id,Continuous_Trait_1,Continuous_Trait_2,Continuous_Trait_3,Continuous_Trait_4,Continuous_Trait_5,Continuous_Trait_6,Continuous_Trait_7,Continuous_Trait_8,Continuous_Trait_9,Continuous_Trait_10
HG00096,0.195812410531631,0.860483772144532,-0.386967587034979,0.566184291873711,0.393117600663849,-0.0182706142967645,-0.603089556658435,0.177405685510671,-0.299823856638688,-0.452630663999544
HG00097,1.10231934436016,0.684393945486237,0.38323468600911,0.0904885025827213,0.73123360687977,1.30892459279228,-0.459354951132154,-0.729401640379868,0.180325443960366,0.774984853971862
HG00099,-0.123824464027835,-2.11666465229946,0.729442090095403,0.649896177813842,0.187726923317429,-0.0952703931644244,1.45655103460014,0.104548955935572,0.990903935639087,-1.25165363895714
HG00100,-1.74585446756908,-1.39244772461548,0.232768751858685,-1.83736940845953,-2.53121810796187,-1.32353478701896,0.464002644318337,2.33173978182152,-0.105238048094323,-2.19449818457176
HG00101,-0.294889382351892,-0.382416411892358,0.488088872227323,0.326353078941567,-1.30246396224093,-0.504309069931405,-0.218954172046488,0.374660287994479,-0.0184036042666003,0.118030523293206
HG00102,0.486658362672687,-1.46919264706895,0.702936228081343,0.125603147842964,-0.400570010643799,-0.39220309327149,0.462046411521812,-0.181567057176683,0.524529084705891,-0.576973240450816
HG00103,-0.978862216003201,-1.08551216350772,0.616268142967676,-0.0785364538115586,-0.290197945455912,-0.370065934349915,0.104947844000152,0.719953043490101,-0.0942296490586924,-1.50152893727059
HG00105,-1.40320026781901,-1.06199476524323,0.0414983711280163,-1.81203720197143,-0.480944101500855,-0.458526891762258,-0.431551086807664,-0.680822421287541,1.0394659204091,-0.562032680639515
HG00106,0.23026821123024,-0.292012543694893,1.45534150055454,-0.624810751615,-1.40941805961101,0.497660069802062,-0.479977773333507,1.72511141203467,0.154206476034271,0.158553267341101
HG00107,0.84436808230934,0.221016832855733,-0.299561631118729,1.69996204770535,1.36374045077793,1.35764445051881,1.0067711304576,-1.15882257962806,0.494682770847159,1.52536219907798
HG00108,-0.228722468683792,0.612737182914482,-0.560966120331187,0.143655458239457,-0.900698285354218,-0.767234147450831,-0.590666480535091,0.592269131095631,0.833231832839465,-0.271218998053325
HG00109,-1.08068867475638,-1.18450393421487,0.347332066110135,-0.838519190208994,-0.474526242714418,0.317827334439398,1.0148034521015,1.31041427338674,0.74849936577989,0.720427965685082
HG00110,1.15289385173,-1.40986279192622,0.762640630813247,0.908777994729686,-0.886493772248578,0.793814959461917,0.235888054022592,0.475841903438056,-1.39340095376377,-0.350237011284243
HG00111,1.13219590649813,1.03098628992613,0.58239612875579,-0.0606318266447547,-0.448290492187609,0.302172729348207,-0.761253331314365,0.641554043437759,-0.165785666350579,0.338455232047192
HG00112,0.277095786664016,0.084737220095991,-0.238293446778326,1.43977647608717,0.641904713603971,0.639346659260912,1.20328944461619,-0.484023647775498,-0.0831964948829453,0.88278858421281
HG00113,-0.354122853390048,0.689193187840495,0.380143807975673,0.707292311172087,-0.757495279479287,-1.29442212851881,-0.772945104548156,0.86941485694897,-1.92269759436292,-1.33989096464508
HG00114,0.141284168283866,1.19846118436252,-1.28181376515848,0.811340295563467,0.949556257696002,0.566160148096871,0.0871721577830302,-1.10598071843829,-1.24099225497553,-0.581275166413909
HG00115,-1.62762084419402,-2.12119608079838,1.12615613481824,-2.18350709457828,-1.85069671743013,-1.48074396961383,-0.287034407803731,2.01932350931276,1.57234343231335,0.325870728718621
HG00116,1.10277988268474,1.17491849307747,-0.78328736190057,-0.38101351025261,0.644484493941833,-0.801984937667093,-1.42819551519945,-0.981276903924544,-2.35954353595785,0.879415392470139
HG00117,0.995999620443183,-1.840549446641,0.855759545332454,-0.154905913201035,-0.650851729462836,-0.246350194337512,1.68504881657187,0.65821786928081,1.24189583283258,-0.037618896782768
HG00118,-0.939713939418484,0.313184062080709,-0.818841931749197,-0.651190754757207,-0.101761147412608,-0.485135632385373,-0.0304041696508559,0.952041603853705,-1.10388176947896,0.606838063101826
HG00119,1.30589569085141,1.02187672392936,-0.108782876262593,1.59922342203632,0.743634864400667,0.202955547650566,-0.160268272915183,-0.398072084086757,-1.17853084895289,1.069266771609
HG00120,0.179895077285123,0.806139671377894,-0.893259254649456,0.6808131225738,2.33942993297699,-0.318497270733512,-0.178132455887084,-2.59451962256017,-0.286205991304435,-0.0395952601793117
HG00121,0.724241445963897,0.167866943479773,-0.0174202738421838,-0.0730000502943312,-0.343551637291448,1.15067133095498,-0.0450036490345278,-0.258279900136203,-0.177139353041567,0.985385039867355
HG00122,0.715224386185618,-0.931425136702051,1.3183713654499,0.844510424066654,-0.494633453953362,1.66816661321361,2.17717335764317,-0.197914723020696,1.07258953794228,0.569417117508658
HG00123,-0.193150876016531,0.926295520585147,-0.227742524606458,-0.860590612231836,-0.690289440991072,-0.764009640242921,-1.96617384589829,0.867743038767386,-0.443484794550494,-0.633086794245892
HG00125,0.478688183598135,-1.24614922246016,1.87702845841973,0.123852090249454,-0.506543153518967,0.733569630134136,0.960696978426363,0.17375460269489,-0.499586950757865,-1.16363046316824
HG00126,-1.53286048887708,-0.140536895917952,-0.75833758357877,-1.89357598706224,-0.67669860280997,-0.563637279666038,-0.860978775326567,-0.49936407901969,-1.52213454614084,-1.91920761540531
HG00127,-0.498237016457347,-0.814688992849167,0.160219316749393,0.0139102551492235,-1.44738461408448,-0.29934009764641,0.507116261865386,1.40752775983381,0.60679694758045,1.00935325210609
HG00128,-2.03253247679895,0.205666905444307,-1.19162033008424,-1.68109259713696,-1.29969130079023,-1.54389607292533,-2.28547972054834,0.685338472761224,-1.49233061231724,-0.0955746674857999
HG00129,1.24879517703533,0.0242928634900937,1.74761939611101,0.186689905000692,-0.260388326883107,0.0602139193368968,-0.193881942211537,0.964369705536815,0.89665363199161,1.95722569230492
HG00130,-0.297568913250573,-0.374474389825901,-0.949073803373578,-0.651819553788416,0.663420137732133,0.549055610166759,0.977917527341485,-0.988583381525112,-0.56399408754624,-0.209690535751816
HG00131,0.419215086776204,0.277258943847759,0.0629624367622365,0.0620850256938498,-1.10373960925258,-0.733007649980813,0.13947218526662,1.71925186216411,0.0036762682827195,0.813650024214503
HG00132,-1.4085689858412,0.96077970597695,-0.839632444298508,-0.869109832841432,0.298346609627606,-1.22800645641745,-0.96751210710329,0.466818150245958,-0.332745188451767,0.633244061125726
HG00133,1.07540890738822,-0.861800611071182,0.646196005085861,1.92809956953239,0.434830700291185,0.769945605327976,1.71521035787568,-0.44214856517552,1.87035198640281,1.05094690619841
HG00136,-0.104207507050893,0.233446075127601,0.232239767521127,0.800935397409538,-0.40016565766136,0.499220746296191,0.183588336743754,0.662238124804041,0.305970276955604,1.00744062387782
HG00137,-0.21996279287152,1.85516118833719,-1.31779075801245,0.623612642765416,-0.0476326281684212,-0.519498953083968,-0.628977959797709,-0.914695060133533,-1.35930626190616,1.09708089594779
HG00138,-0.0412023583670396,0.666157821776157,-0.456775431935287,0.731961230866151,0.892503874542595,0.787647400830104,-0.0275269912814605,-1.15913449535054,0.764902366776177,0.488383337799223
HG00139,-0.288171749733102,1.26891054614785,-0.467011333164479,1.81398729279625,-0.787080345088917,-0.31864112810268,0.350910643347866,1.41491157346124,0.759163779700524,0.196171079022228
HG00140,1.94226607422732,0.684279207074539,1.0967522545165,0.671100135729432,0.25205707027381,0.868944150292115,0.392768835758009,-0.570706764735188,0.239097064636217,1.95514712729291
HG00141,0.726551664865397,-1.95146375308033,0.612214742703981,0.761696829279108,-0.0743298530609143,0.416340685427837,1.59967948749875,0.271398337219495,1.07392654995355,0.385994100161046
HG00142,-0.561666423225801,-0.930316395883465,0.645679027589541,0.0669698484194853,0.443933712356506,1.03352893238606,1.03892433978511,-0.465425951117223,1.13475897228725,-1.11250096146361
HG00143,-0.429902583030123,-0.543697310895866,0.0875078854025223,-1.21288838931096,-1.04981701183514,-0.591475519536369,-0.0902874109667839,0.701917313372914,0.178240568605209,-0.26951230103485
HG00145,-0.24981682119569,0.197879493444236,-0.686501782395971,-0.989941707010765,-0.268878849855082,-1.17058820472187,-0.658722643902403,-0.704039410752223,-0.776858866303759,-1.36065807343897
HG00146,-0.0286271508030375,0.239224252815973,-0.104730684935846,1.89750359769849,1.65093320631607,1.873980032544,1.35015228685876,-1.12391554569004,0.216527441239197,0.273128113066662
HG00148,0.523649238614863,-1.70485459346463,0.997642309781806,0.965046849631619,0.0766291471657557,0.900056457360768,0.661767359000484,-0.535863775803878,0.867784792682262,-0.393124300371064
HG00149,0.408320132123171,0.444324527402872,-0.779437367650411,-2.13356665304297,0.727001109948211,0.0120344800982279,-0.459751481308105,-0.527479522741273,-1.03491242777357,-0.400404495883365
HG00150,0.314679617950631,-0.759260692885827,0.666575268352524,-0.00258339730212638,0.227374627067147,0.408600329100219,0.693036455318267,-0.792446653196356,0.420853605828772,-0.590228801583342
HG00151,-1.22501839634584,-1.30716479500434,0.533942911213139,0.398630850565306,-0.791497366722247,-0.363669798678683,0.116279155717266,0.511471793406372,-0.375924054215698,-0.95275065201515
HG00154,-0.198011643206114,0.105398244049915,-0.153526695520157,-0.0144533595263833,0.889419732704346,0.765080196972416,1.12130796292915,-1.4498265432754,0.497918375753872,0.0611904675859672
HG00155,1.0206392497487,0.753721215148056,-1.36192625942672,0.326039817725016,2.35973727865832,1.13454926806883,1.10568327756037,-1.98827074994746,-0.480192905347691,1.46946392860343
HG00157,-1.23994774493472,-1.08125620875828,-0.0346567828717245,-1.0062830769285,-1.43477825272373,-1.52752506049933,-0.0373818703677887,0.612512730547033,-1.17916215334176,-2.17280765017451
HG00158,-0.130447903988477,-1.1095740135281,0.452957082117143,-0.466310338465396,-1.20589862429628,-0.059816997767969,0.363893613553167,1.30206863861416,0.0121569452394124,-0.669152400176016
HG00159,-1.82229927758536,-0.237315207414461,-1.00686353776275,-2.04308113521795,-1.69340268835868,-2.36664708747969,-1.28044030587339,0.52139479647459,-0.429496608060566,-2.20831439067605
HG00160,-0.0626904818534166,-1.18709255442799,0.682180012835885,-0.807360968276018,-1.04727086622611,-0.753963313519937,-0.859272467272888,0.978993636177483,-0.504817025244274,-0.174138219987449
HG00171,1.11285198312443,-0.320399620642615,0.729167463807582,-0.561928818879868,0.508187119726556,0.443373316872864,-0.0201635053103787,0.302447940287792,1.52548429387272,1.92647780098922
HG00173,0.970508962747077,-0.663923182999875,0.990286981517903,-0.744444489408179,0.237454372237863,0.758986101367433,0.290608691928522,-0.261413306862328,1.5764946826787,0.790595090635796
HG00174,-1.97569669450122,2.47151671633326,-2.11354631946359,-0.324992914852331,-0.22207547032193,-1.66544516812166,-1.81322550867232,0.677341326512207,-0.834907990678179,-0.881812716773507
HG00176,-0.42456183833731,0.0771901140265084,0.21951724949904,0.154190174535195,-0.96402610852181,-0.959867542180413,-0.00465508105477041,1.14535211394215,0.367459186748931,-1.04219923157589
HG00177,-1.63974560006018,0.129307368454651,-0.418777385294591,-0.821392029438706,-0.758509501133568,-1.03548298740026,-1.87968264472313,0.613975431781424,-1.01625699349548,-2.0839518481901
HG00178,1.82283410831212,-0.120270195194218,0.763224536674998,1.68041974497356,0.569819630990853,0.671107214781057,0.916331372949658,-0.572353343804733,0.97948377920016,-0.224783818653367
HG00179,0.045467738284634,-0.101617308551256,-0.131937983281722,0.182765573350882,0.0250533382451767,0.02538408808163,1.26579173534428,0.149738708269857,-0.1462398078421,0.550771957972627
HG00180,-0.293042183977464,-1.6543827297664,0.387796696806099,-0.666129749131762,-0.791674022482604,-0.322671278057137,1.01066620740044,-0.137243272262138,1.43695876045075,-1.82489639931894
HG00181,0.782775259140537,-0.312958611360479,1.01698206911007,-0.79245933038643,-0.689442539093857,1.06913646496621,0.00219270930525296,0.889097541819359,-0.222258628501038,-1.62060592640641
HG00182,-0.476742210415141,0.667196718180695,-0.327479417019272,-0.42772765342736,-0.758918599514838,-0.620841411527367,-0.594490687272889,1.1264860440147,0.0608416461088481,0.567516077029911
HG00183,-0.357967853315519,1.14778034858794,-1.0349882488386,0.316444356901252,1.09817718014911,0.54579047760295,-0.32043352075485,-1.13195130355552,-0.833961661053538,-1.23432104871113
HG00185,-0.164879916006393,0.0877142956326075,0.419626659516508,0.242819706275177,-0.368747634225549,-0.29551766678604,-0.206391776777182,0.273687785804056,0.431152958266855,-1.15194440090014
HG00186,-0.398536560674203,1.79030897195936,-0.920202253023637,0.488332207659778,0.559525593239326,0.397901626249179,-0.148161953858491,-0.220243483117221,-0.463886100796859,1.15392937935373
HG00187,-0.99666639758076,-0.111418148106065,-0.474803475182087,-0.816522514970403,0.0162393781905207,0.844886165753224,-0.356078455805299,-0.164128939036221,-0.358855493138861,-1.88706087505097
HG00188,1.13874829585213,-0.997778280125157,1.80076907294241,1.0149379607044,-0.877204721804051,0.933156797545709,1.35879060378712,1.29888652771015,1.1442219750083,0.96444986837857
HG00189,-0.634424799673522,-0.602784666055281,0.124362779707375,0.63295877433921,-0.328410602894215,-1.33660662405953,-0.755133886414231,0.732072938018359,-0.995464724282359,-0.300842804307792
HG00190,-0.263907589106101,0.472479268153097,-1.08342797035918,-0.220735298643711,-0.448175371521732,-0.23545127454654,-0.110053601587529,0.353740084897109,-0.53481957533899,1.13870784450533
HG00231,0.472041233314301,-0.0983384017032628,-0.0115062753689603,0.796430076255071,0.266960847391836,-0.356084107453638,0.752018796020371,-0.0150704055505386,1.37557720603568,0.451838830788202
HG00232,1.19347770376987,0.121293031191975,0.235605527783456,1.76054348036308,0.559311167532898,0.0851892607648104,0.611621400621484,0.0696026037874548,0.478096432965613,0.379795994000507
HG00233,-0.507638667700589,-1.79071675963562,0.723682700786987,0.445439369081805,-0.171124882354148,0.720662728404848,1.04757095299956,-0.538250105449143,1.04246534464136,-0.680753952346596
HG00234,-0.109271079769816,-1.40243409564253,0.50388521878376,0.33998896350137,-0.196424797497262,0.408608234090826,0.329641929275105,0.160481098555008,1.00875595146422,-0.296232791481207
HG00235,-0.451761187367211,0.653644590911231,-0.523142352354722,-0.660544241246981,-0.771880507597545,0.0700366112481329,-0.819682159812163,0.301737589007294,-1.39766349461124,-1.29144455157315
HG00236,1.03981500828456,-0.648436723251332,0.330263450371133,0.958090272807479,1.26063512150134,1.2551143319867,1.05055681466073,-0.883349077232782,0.91391355989214,0.347830411988984
